participant_id,age,trial_order,stimulus,response,rt,rt_measure
107033,25.0,100,The new door is red,c,723.0,keypress
107033,25.0,101,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,13768.0,keypress
107033,25.0,102,The babysitters that no children obeyed have shown any gratitude to the disappointed parents,n,3943.0,keypress
107033,25.0,103,Red is new door the,n,949.0,keypress
107033,25.0,104,The professors that no students respected have ever wanted negativity in a class debate,n,7159.0,keypress
107033,25.0,105,The soldiers that no diplomats supported have shown any bravery in the controversial war,n,4766.0,keypress
107033,25.0,106,The professors that no students respected have ever wanted negativity in a class debate,n,771.0,keypress
107033,25.0,107,The lawyers that no businessmen respected have ever received criticism for a bad trial,n,1441.0,keypress
107033,25.0,108,The comments that no politicians ignored have caused any bitterness toward the liberal newspapers,n,808.0,keypress
107033,25.0,109,No ambassadors that the diplomats consulted have ever seen brutality in the foreign war,n,1628.0,keypress
107033,25.0,110,The new door is red,c,845.0,keypress
107176,30.0,1,This is the actress that the judge who was working at Cannes admired her,n,4093.69999998808,keypress
107176,30.0,2,The new door is red,c,2633.5,keypress
107176,30.0,3,This is the mug that the artisans who were working with ceramics crafted it,n,1273.79999999702,keypress
107176,30.0,4,This is the competition that the athletes who were feeling tired gave it up,n,1716.29999999702,keypress
107176,30.0,5,This is the mug that the artisans who were working with ceramics crafted it,n,2099.79999999702,keypress
107176,30.0,6,This is the dictionary entry that the students who were doing the exam looked it up,n,7135.09999999404,keypress
107176,30.0,7,This is the mug that the artisans who were working with ceramics crafted it,n,12163.1999999881,keypress
107176,30.0,8,This is the boy that the teachers who were teaching mathematics praised,c,2185.09999999404,keypress
107176,30.0,9,These are the cakes that the pastry chefs who were participating in the competition baked,c,4768.79999999702,keypress
107176,30.0,10,Red is new door the,n,957.59999999404,keypress
107176,30.0,11,This is the girl that the boy who was working with the gardener courted her,n,7179.0,keypress
107176,30.0,12,The new door is red,c,3322.79999999702,keypress
107176,30.0,13,This is the actress that the judge who was working at Cannes admired her,n,4309.79999999702,keypress
107176,30.0,14,This is the girl that the boy who was working with the gardener courted her,n,2975.19999998808,keypress
107176,30.0,15,Red is new door the,n,5165.19999998808,keypress
107176,30.0,16,This is the boy that the teachers who were teaching mathematics praised,c,3922.70000000298,keypress
107176,30.0,17,This is the boy that the cop who was leading the operation beat up,c,1666.89999999106,keypress
107176,30.0,18,This is the actress that the judge who was working at Cannes admired her,n,5210.60000000894,keypress
107176,30.0,19,This is the dictionary entry that the students who were doing the exam looked it up,n,1338.59999999404,keypress
107176,30.0,20,This is the girl that the boy who was working with the gardener courted her,n,3485.79999999702,keypress
107176,30.0,21,This is the girl that the boy who was working with the gardener courted her,n,13173.3000000119,keypress
107176,30.0,22,These are the cakes that the pastry chefs who were participating in the competition baked,c,11129.299999997,keypress
107176,30.0,23,These are the cakes that the pastry chefs who were participating in the competition baked,c,3925.79999999702,keypress
107176,30.0,24,This is the dictionary entry that the students who were doing the exam looked it up,n,2153.59999999404,keypress
107176,30.0,25,This is the girl that the child who was playing with the doll loved,c,5552.20000000298,keypress
107176,30.0,26,This is the boy that the teachers who were teaching mathematics praised,c,2712.80000001192,keypress
107176,30.0,27,This is the dictionary entry that the students who were doing the exam looked it up,n,2912.10000000894,keypress
107176,30.0,28,This is the boy that the teachers who were teaching mathematics praised,c,2883.29999999702,keypress
107176,30.0,29,These are the flowers that the gardener who was working on John's flowerbed planted,c,4807.89999999106,keypress
107176,30.0,30,These are the flowers that the gardener who was working on John's flowerbed planted,c,2121.40000000596,keypress
107176,30.0,31,This is the dictionary entry that the students who were doing the exam looked it up,n,7501.0,keypress
107176,30.0,32,This is the girl that the child who was playing with the doll loved,c,10425.799999997,keypress
107176,30.0,33,This is the mug that the artisans who were working with ceramics crafted it,n,3584.29999999702,keypress
107176,30.0,34,This is the boy that the teachers who were teaching mathematics praised,c,3140.20000000298,keypress
107176,30.0,35,This is the actress that the judge who was working at Cannes admired her,n,3000.39999999106,keypress
107176,30.0,36,This is the boy that the cop who was leading the operation beat up,c,1236.40000000596,keypress
107176,30.0,37,This is the girl that the child who was playing with the doll loved,c,3662.40000000596,keypress
107176,30.0,38,The new door is red,c,1486.09999999404,keypress
107176,30.0,39,These are the flowers that the gardener who was working on John's flowerbed planted,c,3895.29999999702,keypress
107176,30.0,40,This is the mug that the artisans who were working with ceramics crafted it,n,1559.59999999404,keypress
107176,30.0,41,This is the boy that the cop who was leading the operation beat up,n,11225.400000006,keypress
107176,30.0,42,This is the mug that the artisans who were working with ceramics crafted it,n,7479.5,keypress
107176,30.0,43,This is the competition that the athletes who were feeling tired gave it up,n,1728.40000000596,keypress
107176,30.0,44,These are the flowers that the gardener who was working on John's flowerbed planted,c,4039.5,keypress
107176,30.0,45,This is the dictionary entry that the students who were doing the exam looked it up,n,1353.5,keypress
107176,30.0,46,This is the dictionary entry that the students who were doing the exam looked it up,n,1313.0,keypress
107176,30.0,47,This is the boy that the cop who was leading the operation beat up,c,3103.20000000298,keypress
107176,30.0,48,This is the dictionary entry that the students who were doing the exam looked it up,n,1138.19999998808,keypress
107176,30.0,49,This is the actress that the judge who was working at Cannes admired her,n,1226.09999999404,keypress
107176,30.0,50,This is the competition that the athletes who were feeling tired gave it up,n,1445.20000000298,keypress
107176,30.0,51,These are the cakes that the pastry chefs who were participating in the competition baked,c,6115.40000000596,keypress
107176,30.0,52,This is the girl that the boy who was working with the gardener courted her,n,4015.79999999702,keypress
107176,30.0,53,This is the girl that the child who was playing with the doll loved,c,1256.39999999106,keypress
107176,30.0,54,This is the boy that the cop who was leading the operation beat up,n,4492.29999999702,keypress
107176,30.0,55,This is the mug that the artisans who were working with ceramics crafted it,n,2064.79999999702,keypress
107176,30.0,56,This is the girl that the child who was playing with the doll loved,c,1165.20000000298,keypress
107176,30.0,57,The new door is red,c,2161.0,keypress
107176,30.0,58,These are the flowers that the gardener who was working on John's flowerbed planted,c,1518.70000000298,keypress
107176,30.0,59,This is the actress that the judge who was working at Cannes admired her,n,1831.79999999702,keypress
107176,30.0,60,These are the flowers that the gardener who was working on John's flowerbed planted,c,1312.5,keypress
107176,30.0,61,This is the competition that the athletes who were feeling tired gave it up,n,5946.20000000298,keypress
107176,30.0,62,This is the boy that the cop who was leading the operation beat up,c,4837.59999999404,keypress
107176,30.0,63,This is the girl that the boy who was working with the gardener courted her,n,1459.69999998808,keypress
107176,30.0,64,These are the cakes that the pastry chefs who were participating in the competition baked,c,2961.70000000298,keypress
107176,30.0,65,This is the competition that the athletes who were feeling tired gave it up,n,2941.69999998808,keypress
107176,30.0,66,This is the boy that the teachers who were teaching mathematics praised,c,1510.79999999702,keypress
107176,30.0,67,This is the girl that the boy who was working with the gardener courted her,n,1621.20000000298,keypress
107176,30.0,68,These are the flowers that the gardener who was working on John's flowerbed planted,c,3960.0,keypress
107176,30.0,69,This is the boy that the cop who was leading the operation beat up,c,1416.59999999404,keypress
107176,30.0,70,This is the actress that the judge who was working at Cannes admired her,n,1305.0,keypress
107176,30.0,71,This is the boy that the teachers who were teaching mathematics praised,c,4221.0,keypress
107176,30.0,72,This is the competition that the athletes who were feeling tired gave it up,n,3414.09999999404,keypress
107176,30.0,73,This is the girl that the child who was playing with the doll loved,n,4885.39999999106,keypress
107176,30.0,74,This is the boy that the teachers who were teaching mathematics praised,c,1756.59999999404,keypress
107176,30.0,75,The new door is red,c,1256.90000000596,keypress
107176,30.0,76,This is the boy that the teachers who were teaching mathematics praised,c,3949.90000000596,keypress
107176,30.0,77,Red is new door the,n,1167.80000001192,keypress
107176,30.0,78,This is the boy that the cop who was leading the operation beat up,c,1407.90000000596,keypress
107176,30.0,79,This is the mug that the artisans who were working with ceramics crafted it,n,1781.79999999702,keypress
107176,30.0,80,This is the competition that the athletes who were feeling tired gave it up,n,1350.89999999106,keypress
107176,30.0,81,This is the competition that the athletes who were feeling tired gave it up,n,8355.70000000298,keypress
107176,30.0,82,This is the dictionary entry that the students who were doing the exam looked it up,n,4844.0,keypress
107176,30.0,83,These are the cakes that the pastry chefs who were participating in the competition baked,c,2692.09999999404,keypress
107176,30.0,84,This is the dictionary entry that the students who were doing the exam looked it up,n,1810.29999999702,keypress
107176,30.0,85,Red is new door the,n,1727.29999999702,keypress
107176,30.0,86,This is the actress that the judge who was working at Cannes admired her,n,3303.09999999404,keypress
107176,30.0,87,These are the flowers that the gardener who was working on John's flowerbed planted,c,4295.09999999404,keypress
107176,30.0,88,These are the cakes that the pastry chefs who were participating in the competition baked,c,2474.5,keypress
107176,30.0,89,This is the girl that the child who was playing with the doll loved,c,1646.5,keypress
107176,30.0,90,This is the actress that the judge who was working at Cannes admired her,n,1271.29999999702,keypress
107176,30.0,91,These are the cakes that the pastry chefs who were participating in the competition baked,n,12442.8999999911,keypress
107176,30.0,92,This is the girl that the child who was playing with the doll loved,c,5715.79999999702,keypress
107176,30.0,93,This is the girl that the boy who was working with the gardener courted her,n,2167.59999999404,keypress
107176,30.0,94,These are the flowers that the gardener who was working on John's flowerbed planted,c,2003.89999999106,keypress
107176,30.0,95,This is the actress that the judge who was working at Cannes admired her,n,1768.70000000298,keypress
107176,30.0,96,This is the girl that the boy who was working with the gardener courted her,n,2582.5,keypress
107176,30.0,97,This is the girl that the child who was playing with the doll loved,c,2476.10000000894,keypress
107176,30.0,98,These are the flowers that the gardener who was working on John's flowerbed planted,c,1575.70000000298,keypress
107176,30.0,99,This is the boy that the cop who was leading the operation beat up,c,1299.20000000298,keypress
107176,30.0,100,This is the mug that the artisans who were working with ceramics crafted it,n,1426.0,keypress
107176,30.0,101,This is the competition that the athletes who were feeling tired gave it up,n,2763.0,keypress
107176,30.0,102,This is the competition that the athletes who were feeling tired gave it up,n,1512.59999999404,keypress
107176,30.0,103,This is the boy that the cop who was leading the operation beat up,c,5698.19999998808,keypress
107176,30.0,104,This is the boy that the teachers who were teaching mathematics praised,c,2489.89999999106,keypress
107176,30.0,105,This is the girl that the boy who was working with the gardener courted her,n,2529.0,keypress
107176,30.0,106,Red is new door the,n,2385.09999999404,keypress
107176,30.0,107,This is the mug that the artisans who were working with ceramics crafted it,n,3790.90000000596,keypress
107176,30.0,108,This is the girl that the child who was playing with the doll loved,c,1170.79999999702,keypress
107176,30.0,109,These are the cakes that the pastry chefs who were participating in the competition baked,c,2373.10000000894,keypress
107176,30.0,110,These are the cakes that the pastry chefs who were participating in the competition baked,c,1523.10000000894,keypress
12403,22.0,1,I saw a vitreous Venetian tall graceful vase,n,2443.60000000894,keypress
12403,22.0,2,I painted a fine short Swedish wooden table,n,1573.0,keypress
12403,22.0,3,Red is new door the,n,991.09999999404,keypress
12403,22.0,4,I bought an electric German small nice bike,n,1238.20000000298,keypress
12403,22.0,5,I washed an ugly wide American wool sweater,c,753.70000000298,keypress
12403,22.0,6,I washed a wool American wide ugly sweater,n,1740.59999999404,keypress
12403,22.0,7,I painted a fine short Swedish wooden table,c,758.09999999404,keypress
12403,22.0,8,I saw a graceful tall Venetian vitreous vase,c,1313.0,keypress
12403,22.0,9,I bought an electric German small nice bike,n,1656.89999999106,keypress
12403,22.0,10,The new door is red,c,704.40000000596,keypress
12403,22.0,11,I wore a silk Italian long beautiful dress,n,8291.30000001192,keypress
12403,22.0,12,I painted a fine short Swedish wooden table,n,754.20000000298,keypress
12403,22.0,13,The new door is red,c,3344.70000000298,keypress
12403,22.0,14,I saw a vitreous Venetian tall graceful vase,n,1123.60000000894,keypress
12403,22.0,15,I saw a vitreous Venetian tall graceful vase,n,937.5,keypress
12403,22.0,16,I washed an ugly wide American wool sweater,c,1238.39999999106,keypress
12403,22.0,17,I wore a beautiful long Italian silk dress,c,914.199999988079,keypress
12403,22.0,18,I wore a silk Italian long beautiful dress,n,768.09999999404,keypress
12403,22.0,19,I saw a graceful tall Venetian vitreous vase,n,479.20000000298,keypress
12403,22.0,20,I washed an ugly wide American wool sweater,c,713.59999999404,keypress
12403,22.0,21,Red is new door the,n,2388.0,keypress
12403,22.0,22,I saw a vitreous Venetian tall graceful vase,n,2094.29999999702,keypress
12403,22.0,23,The new door is red,c,1187.30000001192,keypress
12403,22.0,24,The new door is red,c,830.300000011921,keypress
12403,22.0,25,I wore a silk Italian long beautiful dress,n,1080.0,keypress
12403,22.0,26,I bought a nice small German electric bike,c,566.90000000596,keypress
12403,22.0,27,I wore a beautiful long Italian silk dress,c,813.90000000596,keypress
12403,22.0,28,I washed a wool American wide ugly sweater,n,1235.20000000298,keypress
12403,22.0,29,I washed an ugly wide American wool sweater,c,831.0,keypress
12403,22.0,30,I wore a silk Italian long beautiful dress,n,660.20000000298,keypress
12403,22.0,31,I painted a fine short Swedish wooden table,n,4773.59999999404,keypress
12403,22.0,32,I bought an electric German small nice bike,n,1812.10000000894,keypress
12403,22.0,33,I washed an ugly wide American wool sweater,c,4448.60000000894,keypress
12403,22.0,34,I painted a wooden Swedish short fine table,n,1743.90000000596,keypress
12403,22.0,35,I washed a wool American wide ugly sweater,n,1129.20000000298,keypress
12403,22.0,36,I wore a silk Italian long beautiful dress,n,1018.59999999404,keypress
12403,22.0,37,Red is new door the,n,668.5,keypress
12403,22.0,38,I bought an electric German small nice bike,n,786.20000000298,keypress
12403,22.0,39,I washed a wool American wide ugly sweater,n,710.29999999702,keypress
12403,22.0,40,I painted a wooden Swedish short fine table,n,930.300000011921,keypress
12403,22.0,41,I saw a graceful tall Venetian vitreous vase,n,5831.5,keypress
12403,22.0,42,I saw a graceful tall Venetian vitreous vase,n,1800.20000000298,keypress
12403,22.0,43,I bought a nice small German electric bike,c,2192.59999999404,keypress
12403,22.0,44,I painted a fine short Swedish wooden table,c,2632.5,keypress
12403,22.0,45,I wore a beautiful long Italian silk dress,c,1603.0,keypress
12403,22.0,46,I washed an ugly wide American wool sweater,c,570.70000000298,keypress
12403,22.0,47,I washed a wool American wide ugly sweater,n,1187.89999999106,keypress
12403,22.0,48,I wore a silk Italian long beautiful dress,n,591.90000000596,keypress
12403,22.0,49,I bought a nice small German electric bike,c,711.899999991059,keypress
12403,22.0,50,I saw a vitreous Venetian tall graceful vase,n,743.0,keypress
12403,22.0,51,I bought an electric German small nice bike,n,897.899999991059,keypress
12403,22.0,52,I washed a wool American wide ugly sweater,n,708.79999999702,keypress
12403,22.0,53,I washed an ugly wide American wool sweater,c,1451.89999999106,keypress
12403,22.0,54,I painted a wooden Swedish short fine table,n,999.399999991059,keypress
12403,22.0,55,I saw a graceful tall Venetian vitreous vase,n,847.20000000298,keypress
12403,22.0,56,I saw a graceful tall Venetian vitreous vase,c,777.20000000298,keypress
12403,22.0,57,I wore a beautiful long Italian silk dress,c,621.600000008941,keypress
12403,22.0,58,I painted a wooden Swedish short fine table,n,921.79999999702,keypress
12403,22.0,59,I painted a wooden Swedish short fine table,n,956.90000000596,keypress
12403,22.0,60,I wore a silk Italian long beautiful dress,n,1000.40000000596,keypress
12403,22.0,61,I wore a beautiful long Italian silk dress,n,1652.39999999106,keypress
12403,22.0,62,I wore a beautiful long Italian silk dress,c,4345.79999999702,keypress
12403,22.0,63,I bought an electric German small nice bike,n,2294.09999999404,keypress
12403,22.0,64,I painted a wooden Swedish short fine table,n,867.5,keypress
12403,22.0,65,I washed a wool American wide ugly sweater,n,757.100000008941,keypress
12403,22.0,66,I painted a fine short Swedish wooden table,c,603.5,keypress
12403,22.0,67,I painted a fine short Swedish wooden table,c,629.399999991059,keypress
12403,22.0,68,I washed a wool American wide ugly sweater,n,876.600000008941,keypress
12403,22.0,69,I washed an ugly wide American wool sweater,c,809.09999999404,keypress
12403,22.0,70,I wore a silk Italian long beautiful dress,n,1702.0,keypress
12403,22.0,71,I painted a wooden Swedish short fine table,n,1552.20000000298,keypress
12403,22.0,72,I painted a fine short Swedish wooden table,c,1622.69999998808,keypress
12403,22.0,73,I saw a vitreous Venetian tall graceful vase,n,916.600000008941,keypress
12403,22.0,74,I bought a nice small German electric bike,c,729.40000000596,keypress
12403,22.0,75,I bought an electric German small nice bike,n,506.5,keypress
12403,22.0,76,I wore a silk Italian long beautiful dress,n,962.20000000298,keypress
12403,22.0,77,The new door is red,c,865.800000011921,keypress
12403,22.0,78,I bought a nice small German electric bike,c,632.899999991059,keypress
12403,22.0,79,I saw a graceful tall Venetian vitreous vase,c,873.0,keypress
12403,22.0,80,I bought a nice small German electric bike,c,619.09999999404,keypress
12403,22.0,81,I bought an electric German small nice bike,n,2763.79999999702,keypress
12403,22.0,82,I saw a vitreous Venetian tall graceful vase,n,1446.10000000894,keypress
12403,22.0,83,I bought an electric German small nice bike,n,1799.09999999404,keypress
12403,22.0,84,I bought a nice small German electric bike,c,892.40000000596,keypress
12403,22.0,85,I washed an ugly wide American wool sweater,c,1010.29999999702,keypress
12403,22.0,86,I saw a graceful tall Venetian vitreous vase,c,1036.5,keypress
12403,22.0,87,I saw a vitreous Venetian tall graceful vase,n,836.70000000298,keypress
12403,22.0,88,I wore a beautiful long Italian silk dress,c,486.20000000298,keypress
12403,22.0,89,I painted a fine short Swedish wooden table,c,507.79999999702,keypress
12403,22.0,90,I saw a vitreous Venetian tall graceful vase,n,816.100000008941,keypress
12403,22.0,91,I painted a wooden Swedish short fine table,c,12065.0,keypress
12403,22.0,92,I bought an electric German small nice bike,n,855.199999988079,keypress
12403,22.0,93,I washed a wool American wide ugly sweater,n,2071.0,keypress
12403,22.0,94,I saw a vitreous Venetian tall graceful vase,n,1163.70000000298,keypress
12403,22.0,95,I painted a wooden Swedish short fine table,n,1018.20000000298,keypress
12403,22.0,96,I painted a wooden Swedish short fine table,n,759.09999999404,keypress
12403,22.0,97,I washed an ugly wide American wool sweater,c,1726.10000000894,keypress
12403,22.0,98,I saw a graceful tall Venetian vitreous vase,c,703.40000000596,keypress
12403,22.0,99,Red is new door the,n,769.20000000298,keypress
12403,22.0,100,I washed a wool American wide ugly sweater,n,818.300000011921,keypress
12403,22.0,101,I wore a beautiful long Italian silk dress,c,2715.20000000298,keypress
12403,22.0,102,I wore a beautiful long Italian silk dress,c,2813.5,keypress
12403,22.0,103,I bought a nice small German electric bike,c,814.59999999404,keypress
12403,22.0,104,I saw a graceful tall Venetian vitreous vase,c,1872.0,keypress
12403,22.0,105,I bought a nice small German electric bike,c,677.29999999702,keypress
12403,22.0,106,I bought a nice small German electric bike,c,681.20000000298,keypress
12403,22.0,107,I painted a fine short Swedish wooden table,c,1122.39999999106,keypress
12403,22.0,108,I wore a beautiful long Italian silk dress,c,804.20000000298,keypress
12403,22.0,109,I wore a silk Italian long beautiful dress,n,1581.20000000298,keypress
12403,22.0,110,Red is new door the,n,699.90000000596,keypress
136814,38.0,1,I wore a silk Italian long beautiful dress,c,4287.09999999998,keypress
136814,38.0,2,I wore a silk Italian long beautiful dress,c,5160.29999999993,keypress
136814,38.0,3,I wore a beautiful long Italian silk dress,c,4835.40000000002,keypress
